dept_name,emp_no,first_name,last_name,gender,birth_date,"years of service","Salaries in 2000"
Production,106536,Ramachenga,Koblick,M,1954-10-22,13.2000,44823
Development,106541,Georgy,Anguita,M,1954-10-25,9.7096,152616
Development,106547,Quingbo,dAstous,M,1952-03-19,15.6110,95072
Marketing,106548,Nechama,Masada,M,1954-11-19,15.6137,41609
Development,106552,Abdulla,Schaap,F,1953-04-05,13.9534,77340
Finance,106554,Tua,Adachi,M,1956-01-02,12.8521,43210
Production,106555,Rosalyn,Gaughan,F,1955-11-02,12.5945,75727
Development,106558,Otilia,Brobst,F,1953-04-30,13.9014,70468
Development,106560,Tsuneo,Baar,M,1955-08-22,12.1863,59471
"Human Resources",106561,Xiaoheng,Tokunaga,M,1952-07-08,11.7699,41090
Production,106567,Weiye,Chepyzhov,F,1954-12-17,14.2247,68005
Production,106569,Tetsushi,Thorensen,F,1952-06-14,10.1918,56831
Development,106570,Yonghong,Baer,F,1956-09-29,9.7452,88172
Development,106571,Marke,Gaughan,F,1954-02-18,11.6658,54733
Sales,106577,Florina,Orsini,M,1955-06-29,12.0603,74295
Production,106582,Yinlin,Coney,F,1953-10-02,15.5534,67073
"Customer Service",106583,Sajjad,Merks,F,1954-05-20,9.2164,50389
Production,106584,Petter,Heydon,M,1954-04-13,15.0466,69506
Finance,106586,Adas,Denti,M,1956-04-15,11.0247,80526
"Quality Management",106587,Heekeun,Ranka,M,1955-09-25,14.5753,40953
Development,106589,Krister,Weedman,M,1953-04-09,13.8247,91809
Development,106591,Huei,Mamelak,F,1953-11-16,10.4493,115512
"Customer Service",106592,Dipayan,Schade,M,1952-02-18,15.6986,84119
"Quality Management",106601,Tommaso,Magliocco,F,1956-05-12,11.7315,56723
Development,106603,Bernd,Fujisaki,M,1956-04-22,15.3945,64276
"Human Resources",106605,Visit,Kulisch,M,1955-04-22,14.6712,79929
Development,106606,Yuuichi,Wynblatt,M,1954-02-13,15.3781,71267
Development,106611,Shir,Vecchi,M,1952-05-19,12.3562,64578
Production,106616,Luigi,Braunschweig,F,1954-03-01,12.5014,64764
Development,106629,Filipp,Haumacher,F,1954-04-03,11.8082,63331
Sales,106630,Vojin,Maliniak,M,1953-07-24,13.6767,125273
Development,106633,Jinxi,Kugler,M,1955-08-10,15.1863,70878
Development,106634,Ingmar,Rettelbach,F,1955-10-31,12.9534,183468
Production,106645,Mechthild,Murtagh,F,1954-06-03,13.0877,80283
Marketing,106647,Francoise,Escriba,F,1953-03-11,10.7699,69913
Development,106648,Khue,Masamoto,M,1952-08-02,14.3452,69329
Production,106650,Monique,Itzfeldt,M,1952-03-19,10.5671,62937
Sales,106654,Remmert,Muhlberg,F,1953-07-06,9.7178,161530
Production,106659,Toshiko,Halloran,F,1952-09-04,10.2630,74102
Production,106660,Suvo,Gimbel,F,1956-07-27,11.6493,54188
Production,106667,Stabislas,Anick,M,1954-06-20,15.4466,83182
"Human Resources",106670,Uli,Provine,M,1954-08-03,13.8849,58109
Marketing,106671,Yuguang,Garnick,F,1953-12-12,11.1753,47893
Sales,106678,Vishwani,Oppitz,F,1953-04-01,15.1945,66704
Development,106679,Mahmut,Tasistro,F,1953-05-23,12.9671,53381
Sales,106680,Arie,Felcyn,M,1952-05-11,10.5233,65236
Production,106684,Tayeb,Unno,M,1953-11-22,12.2301,174112
Production,106687,Theron,Gniady,F,1955-08-18,9.6986,42448
Production,106690,Shushma,Heyers,M,1954-07-01,14.3699,60397
Production,106692,Bowen,Zwicker,F,1956-02-16,15.8658,70644
Production,106703,Gennady,Kuzuoka,M,1955-12-04,15.8795,121618
Sales,106707,Zsolt,Boguraev,M,1953-05-22,9.7699,74281
"Customer Service",106718,Adly,Makrucki,F,1955-08-31,11.3507,65085
Sales,106719,Ulises,Baca,M,1952-10-20,10.6986,87818
Production,106721,Shigehiro,Furedi,F,1952-09-16,14.9863,53043
Development,106722,Jolita,Underwood,M,1953-07-07,10.2877,68288
Marketing,106725,Christoph,Coney,M,1955-11-26,12.8301,181525
Production,106730,Kannan,Kirkerud,M,1953-07-02,9.1068,41257
Finance,106734,Shmuel,Isard,F,1956-12-28,14.6658,185560
Production,106736,Marla,Raczkowsky,M,1953-12-04,14.5233,64702
Development,106737,Shigeu,Rosay,M,1952-05-31,15.4164,59674
Production,106743,Alselm,Erez,M,1952-12-10,12.3863,97192
Sales,106751,Sushant,Salvesen,M,1955-04-07,10.2959,102582
Development,106753,Gao,Kaminger,F,1956-12-18,10.5178,70528
Production,106754,Tokuyasu,Gimarc,M,1956-10-11,13.2877,64540
Finance,106756,Arup,Suessmith,F,1955-04-24,15.6603,71437
Research,106760,Marit,Kandlur,M,1956-11-08,14.5233,77509
Finance,106764,Bedrich,Bernardinello,M,1953-11-20,14.8164,69353
"Quality Management",106773,Tokuyasu,Simmel,M,1952-08-14,14.8959,64627
Research,106775,Yahiko,Sury,M,1954-10-23,11.1918,66737
Sales,106779,Akemi,Conta,M,1955-09-30,14.9151,61427
Finance,106782,Pranav,Puppo,M,1953-12-06,11.1041,43996
Development,106783,Alassane,Shihab,M,1956-12-11,14.3589,82082
Development,106786,Theirry,Speckmann,F,1957-01-22,14.5890,72587
Production,106790,Parke,Rodiger,M,1953-04-17,9.7425,105098
Production,106795,Arlette,Binding,M,1952-03-09,15.5233,55343
Development,106797,Aran,Raoux,F,1955-02-21,15.1205,83648
Development,106798,Phillip,Dratva,M,1953-02-13,12.4192,66079
"Customer Service",106815,Kwangjo,Varley,M,1952-04-13,9.0932,45199
"Customer Service",106819,Takahira,Coombs,F,1955-12-18,12.3726,74854
Development,106820,Tsutomu,Skafidas,M,1956-11-02,14.8301,107054
Sales,106826,Slavian,Bennet,F,1952-10-01,10.7836,89590
Marketing,106827,Jaana,McAffer,M,1956-02-08,12.7096,60453
Research,106828,Clyde,Trumbly,M,1953-11-19,11.8877,78744
Sales,106836,Yurii,Ghemri,M,1953-10-29,12.9041,59122
Sales,106837,Elvia,Nitto,M,1953-06-07,14.6493,194552
Sales,106838,Hatem,Luke,F,1954-09-15,14.3014,60711
Production,106843,Mansur,Miara,M,1952-02-22,15.8329,85297
"Quality Management",106845,Urs,Niizuma,M,1953-06-20,15.9014,46223
Sales,106846,Eldridge,Bahi,M,1953-06-20,9.8466,68957
Development,106847,Nagui,Luft,F,1952-08-12,11.1397,58240
Development,106852,Masali,Viele,M,1955-03-24,9.8110,77534
Sales,106857,Conrado,Molenaar,M,1956-04-06,9.5233,96381
Development,106860,Otilia,Chvatal,F,1954-05-18,10.4630,68669
Production,106868,Roselyn,Tagansky,F,1954-01-09,15.7918,89588
"Human Resources",106869,Claudi,Mullainathan,F,1952-02-08,15.6849,49683
Development,106871,Gina,Varley,F,1954-10-24,13.1534,52860
Production,106875,Shigeaki,Hofmeyr,F,1953-04-23,9.3370,57064
Sales,106876,Val,Rahier,F,1953-04-01,9.0411,93533
Sales,106877,Temple,Hemaspaandra,F,1952-06-07,12.6219,80889
Development,106879,Susanna,DeMori,F,1953-10-22,14.4877,61928
Development,106885,Krisda,Chaudhury,M,1953-12-23,9.8137,82746
"Customer Service",106896,Munenori,Vieth,F,1956-11-15,14.6301,63651
Sales,106897,Susanna,Chaudhury,M,1953-09-13,15.7836,119049
Development,106901,Chiranjit,Velardi,M,1956-10-08,13.3973,76390
Marketing,106910,Kankanahalli,Sridhar,F,1956-02-05,11.9260,58097
"Customer Service",106914,Ayakannu,Zuberek,F,1955-05-29,13.9562,62962
Production,106924,Ingmar,Fabrizio,M,1956-01-06,14.7562,52543
Development,106928,Hongzhu,Merks,F,1952-03-19,13.7808,55263
Production,106930,Morris,Brlek,F,1952-08-19,10.6986,58792
Finance,106933,Moni,Rahimi,M,1953-04-03,15.8466,105964
Sales,106935,Kazuhiko,Farrow,F,1954-06-22,14.9644,101668
Research,106942,Eckart,Klassen,M,1954-10-28,15.0329,67045
Production,106943,Fai,Pintelas,M,1953-07-15,15.5671,74835
Sales,106946,Oksana,Luiz,M,1955-10-03,15.0767,130849
Finance,106952,Sanjiv,Henseler,F,1957-01-06,12.1562,180521
"Customer Service",106953,Navid,Riesenhuber,F,1953-09-09,12.8137,76071
"Human Resources",106972,Achilleas,Koyama,M,1957-01-19,9.9123,59581
Development,106980,Vincent,Lortz,F,1956-07-04,15.4575,116546
Development,106981,Maren,Vilarrasa,M,1954-06-13,15.5726,71810
Production,106982,Ulf,Ullian,M,1956-05-03,11.6247,63375
Development,106985,Adhemar,Pfau,F,1955-03-21,14.7151,60678
"Human Resources",106987,Naftali,Gist,F,1952-12-21,15.2904,69617
Production,106988,Katsuo,Gaughan,M,1952-04-06,15.0904,61571
Sales,106992,Nathan,Denis,M,1955-06-25,10.0521,100836
Production,106994,Becky,Penttonen,F,1955-02-24,15.4712,73156
Production,107000,Bowen,Uchoa,F,1954-07-20,13.7726,77979
Sales,107009,Pranjal,Harllee,M,1952-10-03,11.3315,64564
Development,107018,Temple,Braunmuhl,F,1953-03-19,12.3671,58819
Sales,107019,Noritoshi,Majewski,M,1952-08-22,12.1534,100811
Production,107025,Geoff,Sidje,M,1953-05-30,12.4767,73578
Research,107032,Navid,Schlenzig,F,1952-07-30,13.0932,109777
Production,107043,Shigeo,Koshiba,M,1956-07-11,14.5973,71281
Production,107048,Yuchang,Litecky,M,1954-03-04,11.4740,62394
Production,107049,Fan,Jumpertz,M,1955-01-11,9.3781,147638
Production,107050,Sreenivas,Uchoa,F,1956-07-31,15.6110,50733
Sales,107053,Chinho,Macedo,M,1953-08-22,13.5233,69416
Research,107062,Yaghout,Eldridge,M,1953-05-13,9.7425,67291
Production,107070,Anestis,Aamodt,M,1954-04-24,10.1781,72617
Production,107076,Serenella,Akiyama,F,1954-10-17,9.4055,85901
Production,107077,Faiza,Dichev,M,1954-02-14,14.4000,64564
Development,107090,Stein,Ferretti,M,1953-04-24,15.5562,62732
Sales,107099,Maren,Cannata,F,1956-03-08,13.4247,59818
Production,107101,Moni,Crabtree,M,1955-07-06,13.0849,45851
Finance,107103,Ranga,Schapire,M,1953-05-18,13.7534,80507
"Human Resources",107106,Dines,Orlowski,M,1955-01-15,9.3205,58495
Development,107110,Wonhee,Lodder,M,1954-04-16,15.5945,56797
Sales,107113,Sushant,VanScheik,F,1952-10-07,13.4740,86251
Production,107114,Bingning,Butterworth,F,1956-06-27,14.1507,130452
Research,107118,Jordanka,Skogmar,M,1954-02-02,14.8904,57744
Production,107119,Brewster,Ouhyoung,F,1954-11-09,13.3425,60106
"Human Resources",107122,Siddarth,Ellozy,F,1956-06-13,14.5123,74772
Finance,107129,Poorav,Kulisch,M,1956-02-02,9.1397,54957
Production,107131,Lijie,Streng,M,1952-12-18,12.4795,147838
"Quality Management",107134,Oscar,Rosti,M,1952-08-22,13.6438,65955
Marketing,107145,Munehiko,Zielinski,M,1952-12-05,13.0521,60850
Development,107148,Khue,Sambasivam,M,1956-01-14,13.1507,55777
Finance,107151,Shigenori,Ratnaker,F,1955-02-23,11.3781,61991
Production,107160,Wayne,Christianini,F,1952-04-13,15.2329,81499
Development,107171,Shridhar,Staudhammer,M,1955-08-22,9.5753,76499
Marketing,107172,Mechthild,Tempesti,M,1953-02-01,10.3123,59900
Production,107173,Kellie,Luga,F,1955-04-24,15.1808,94814
Development,107193,Indrajit,Foote,F,1955-04-22,10.5425,72013
"Human Resources",107195,Huei,Jenevein,M,1954-11-30,9.6603,66492
Sales,107198,Duri,Seghrouchni,F,1956-03-23,15.7205,102088
Marketing,107199,Gadiel,Pauthner,F,1952-03-22,9.5123,196146
Development,107203,Xiahua,Bain,F,1954-12-05,10.3260,79549
Production,107205,Kasturi,Granlund,F,1952-06-25,13.1288,74714
Research,107209,Leszek,Zaiane,F,1954-02-07,14.0575,48295
Production,107210,Tran,Zielinski,M,1956-05-08,15.4082,153826
Development,107212,Yoshimitsu,Garnick,M,1952-03-05,10.5397,51813
Production,107218,Fumino,Hellwagner,M,1956-08-26,12.3452,114438
Development,107229,Billie,Hiyoshi,F,1956-09-27,15.2740,77316
Finance,107245,Horward,Docker,M,1952-08-06,15.4356,72771
Development,107246,Eran,Naudin,F,1952-08-06,15.8274,61880
Development,107249,Tamiya,Lanzelotte,F,1955-10-25,11.2521,61702
Production,107253,Aksel,Fontan,F,1953-01-10,15.1589,40000
Development,107254,Dmitry,Simmen,F,1954-01-11,15.8658,43912
Sales,107258,Parviz,Zaumen,F,1953-12-21,13.7534,87036
Sales,107261,Arunas,Murtha,M,1955-07-10,11.1890,79885
Development,107262,Feiyu,Butterworth,M,1952-07-05,13.6658,56401
Development,107264,Josyula,Chinin,M,1954-08-14,15.3562,63563
Production,107268,Wojceich,Schnelling,F,1955-05-18,9.1918,62276
Marketing,107270,Jianhua,Krogh,M,1952-05-27,9.8521,42519
Production,107276,Maja,Badache,M,1955-11-30,15.8904,47125
"Human Resources",107277,Parto,Suppi,M,1954-07-24,10.4110,59388
"Customer Service",107285,Valeri,Alameldin,F,1953-08-09,15.2603,78145
Production,107286,Takanari,Kobara,F,1956-05-23,11.4712,82010
Development,107290,Reinhard,Jakobus,M,1954-03-17,12.2959,67487
Research,107292,Lokesh,Weiland,M,1952-08-03,14.5589,80531
Sales,107293,Haldon,Ballarin,M,1953-03-29,13.9151,91575
Sales,107307,Eberhardt,Boyle,M,1954-11-26,12.8329,67119
Development,107320,Giordano,Chepyzhov,F,1953-12-24,13.9726,65235
Production,107326,Tooru,Kornyak,F,1953-01-13,11.4904,60393
Marketing,107329,Shigenori,Kavvadias,M,1953-01-18,12.8849,62375
Sales,107330,Navid,Bednarek,F,1953-07-17,12.6219,72573
Marketing,107332,Dmitry,Emmart,M,1953-10-09,13.6219,192502
Sales,107337,Martine,Gire,F,1956-05-08,11.3726,92060
Production,107340,JiYoung,Peroz,F,1954-10-15,15.4329,52509
Development,107341,Felicidad,Garnick,M,1955-10-04,12.6356,124238
Research,107345,Perla,Kalloufi,M,1956-02-10,10.8548,66497
"Human Resources",107346,Arto,Kobuchi,M,1953-01-02,15.7781,65594
Production,107348,Ung,Picci,M,1955-02-21,11.3890,63810
Production,107349,Aral,Iwayama,M,1953-03-11,10.0082,81354
Production,107352,Ziyad,Zallocco,M,1956-10-02,12.0822,63290
Finance,107359,Xiong,Lamma,M,1954-09-10,13.0822,198096
"Human Resources",107366,Oscar,Feinberg,M,1952-07-14,9.2822,57979
Production,107371,Khaled,Stenning,F,1953-11-22,9.4959,50222
Development,107376,Dines,Buescher,M,1956-11-09,13.0932,73333
Sales,107380,Matt,Demos,F,1952-05-19,14.9151,55141
Development,107382,Ulises,Ballarin,M,1956-07-05,15.0411,80059
Sales,107383,Heon,Pargas,M,1954-08-26,14.9425,86118
Production,107386,Nimmagadda,Uhrig,M,1952-08-21,13.1151,46798
Development,107391,Jaideep,Steinauer,M,1953-01-20,15.2740,106969
Development,107392,Chinho,Panangaden,F,1955-10-27,13.5644,64388
Sales,107395,Xiping,Stenning,M,1956-04-18,10.9288,67323
Production,107405,Xiaoqiu,Gien,F,1956-11-18,14.2986,86616
Sales,107406,Chanjung,Bernick,M,1953-12-18,15.5507,61878
"Customer Service",107409,Junichi,Oskamp,M,1953-05-06,13.0164,101308
Production,107413,Val,Markovitch,F,1954-10-09,14.5644,42352
Production,107417,Along,Leijenhorst,F,1952-09-04,11.0274,90564
Production,107419,Souichi,Pietracaprina,F,1956-02-09,9.7534,50421
"Quality Management",107422,Olivera,Crouzet,M,1953-12-30,11.6932,61947
Development,107425,Khaled,Bojadziev,M,1953-10-29,15.8384,84475
Development,107431,Valeska,Munck,F,1955-12-19,11.1616,44083
Finance,107435,Satoru,Dusink,M,1956-10-01,12.5014,87432
Production,107440,Shimshon,Dulli,F,1955-05-03,14.1753,75712
Research,107452,Shridhar,Bharadwaj,M,1955-12-06,14.0301,65874
Marketing,107457,Mahendra,Demir,M,1957-01-19,9.6630,107588
"Quality Management",107458,Zengping,Taneja,M,1955-05-27,15.3589,67677
"Quality Management",107459,Jianhua,Cangellaris,M,1956-11-07,12.0904,71234
Finance,107460,Nathalie,Merel,M,1956-11-17,13.1315,70231
Development,107466,Goo,Champarnaud,F,1954-10-24,13.4027,51907
Production,107473,Masamitsu,Benveniste,M,1954-09-29,9.1918,44402
Sales,107474,Taiji,Goodrum,M,1954-09-29,12.8603,120171
Sales,107478,Krister,Dolinsky,F,1956-05-18,13.1671,98677
"Quality Management",107487,Shiv,Vieri,M,1952-07-10,13.8877,60326
Development,107488,Moto,Swiler,M,1954-07-08,12.3726,44071
Production,107491,Paris,Dichev,F,1953-02-25,13.9562,72805
Sales,107500,Karoline,Masada,F,1953-11-09,14.7836,195010
Development,107504,Shao,Hoppenstand,F,1955-09-01,15.4110,68522
Production,107506,Kenroku,Guting,M,1954-08-14,14.5014,61252
Finance,107508,Rajmohan,Mapelli,F,1952-12-16,14.3973,198410
Sales,107517,Haldon,Nannarelli,F,1952-08-01,12.9342,74249
Marketing,107519,Dmitry,Takkinen,M,1957-01-08,9.9890,160416
Sales,107530,Shakhar,McAlpine,M,1956-01-24,12.2630,50787
Production,107531,Marie,Kugler,F,1953-04-14,12.4110,96674
Sales,107540,Jaques,Soloway,F,1952-07-28,15.8110,80255
Production,107550,Aris,DasSarma,F,1952-09-03,12.7726,68616
Production,107553,Janche,Nittel,M,1954-11-29,13.4384,73886
Sales,107554,Zvonko,Conry,M,1954-05-17,13.5178,87955
Production,107558,Neelam,Perz,M,1956-04-30,10.8411,43260
"Human Resources",107570,Zine,Lueh,M,1955-11-14,15.7918,71798
Development,107582,Duke,Lorho,M,1956-12-19,11.8356,57288
Sales,107584,Marsal,Magliocco,F,1952-07-22,11.8301,110981
Production,107593,Freyja,Schwaller,M,1952-11-18,12.7041,182574
Production,107597,Vasilis,Schaft,F,1954-11-18,14.5068,60264
"Quality Management",107616,Kasturi,Kamber,M,1955-03-18,11.8110,63492
Production,107620,Gift,Katiyar,F,1953-02-19,14.7452,67303
Development,107623,Yagil,Kilgour,F,1955-01-28,12.6110,127950
Development,107625,Quingbo,Schwabacher,F,1954-10-17,13.2959,42453
"Customer Service",107627,Tooru,Zschoche,M,1956-04-07,9.2685,85671
Sales,107633,Mabo,Cooke,M,1957-02-05,11.6603,69711
Development,107638,Xianlong,Karlin,M,1956-01-08,13.6329,52287
Finance,107661,Katsuyuki,Luke,M,1956-10-26,13.7178,56632
Marketing,107662,Weiru,Feldhoffer,M,1956-08-01,9.6274,210592
Production,107669,Shirish,Kermarrec,F,1952-07-14,15.1178,71175
Finance,107674,Xuejia,Saoudi,F,1954-05-01,14.2685,92897
Development,107682,Georgi,Leonhardt,M,1954-10-06,14.5425,123182
Sales,107684,Uma,Chandrasekhar,F,1955-06-02,12.3781,101831
Sales,107693,Kenton,Bharadwaj,M,1954-03-12,14.5068,85964
Development,107695,Babette,Cmelik,M,1955-02-23,12.8932,87079
Production,107697,Jaewoo,Babb,F,1955-12-27,11.6630,61272
Production,107699,Mohan,Sherertz,M,1953-10-10,11.5397,89807
Development,107704,Masaki,Siksek,M,1956-01-17,10.3178,70240
Production,107706,Haldon,Fordan,M,1953-09-07,10.5233,66888
Production,107709,Terresa,Porenta,M,1953-07-07,11.4438,45444
Sales,107712,Sumant,Birjandi,M,1952-11-25,12.7397,69775
Development,107716,Hideo,Rosen,F,1953-05-26,11.3233,62371
Production,107718,Ibibia,Dehkordi,M,1955-07-01,12.0986,80000
Production,107727,Chinhyun,Conte,F,1954-11-28,10.9945,167442
Development,107732,Nigel,Encarnacion,F,1955-04-02,12.9014,60343
Marketing,107744,Arno,Karner,F,1954-12-19,15.4658,71459
Marketing,107746,Kish,Barbanera,M,1954-05-06,15.6411,73079
Marketing,107747,Cathie,Erman,M,1954-11-13,15.1342,152172
Finance,107748,Serap,Picht,M,1954-11-25,13.7288,63207
"Human Resources",107759,Golgen,Coorg,M,1952-05-05,14.5123,77925
Development,107764,Moie,Mersereau,M,1954-06-06,14.3315,43618
"Human Resources",107766,Sreekrishna,Maraist,M,1953-05-29,9.4603,105566
Production,107775,Yuguang,Sanella,M,1956-08-29,12.7589,44328
Development,107780,Masasuke,Gewali,F,1953-09-27,12.5781,72950
Marketing,107782,Gadiel,Rajala,M,1955-06-06,12.3726,54670
Development,107786,Ziva,Businaro,M,1954-08-22,10.3096,53947
Marketing,107794,Sudhanshu,Besancenot,F,1955-09-01,11.8219,63374
Production,107795,Pranav,Terkki,F,1956-10-22,14.4082,349642
Development,107797,Wayne,Strandh,M,1954-02-23,12.9562,59755
Development,107800,Goncalo,Stenning,M,1953-07-20,14.9205,97328
Development,107801,Jaewon,Strehl,F,1956-05-13,9.8548,63476
Sales,107807,Narain,Granlund,F,1954-11-14,14.7123,96546
Production,107808,Lihong,Rouquie,M,1956-01-23,12.3507,55839
Research,107809,Mihalis,Facello,M,1955-05-14,15.9178,66889
Production,107810,Richara,Trogemann,M,1955-02-17,13.7260,80425
"Human Resources",107811,Troy,Schrift,M,1955-11-24,11.5863,53438
Production,107816,Xinyu,Validov,F,1953-08-20,15.8822,67572
Sales,107822,Hatem,Kroll,M,1954-03-09,14.4658,93803
Development,107823,Nimmagadda,Bail,M,1954-05-13,15.4137,86175
Development,107825,Shounak,Hemaspaandra,M,1952-07-18,14.7890,70889
Development,107840,Krister,Hettesheimer,M,1952-11-30,15.7452,96223
Production,107845,Gretta,Suomi,F,1952-06-12,13.6384,104148
Sales,107846,Hideyuki,Mansanne,M,1956-02-07,12.8795,98524
"Human Resources",107852,Odysseas,Kroon,M,1955-08-29,11.4959,48077
Marketing,107853,Sverrir,Doering,M,1956-11-01,15.7205,81540
Development,107856,Marin,Raczkowsky,M,1954-08-31,10.4603,52405
Marketing,107859,Ebru,Schlegelmilch,F,1952-03-28,10.0712,100658
Production,107860,Ugo,Krichel,F,1956-06-05,15.0685,73155
Production,107866,Shakhar,Demos,M,1956-06-22,12.8712,100674
"Quality Management",107871,Randy,Mukaidono,M,1952-06-22,11.3288,52205
Sales,107873,Nathan,Tsunoo,M,1954-07-28,11.1041,107216
Production,107878,Siamak,Bahr,M,1956-03-16,12.9123,117704
Development,107889,Chaoyi,Swab,F,1954-12-31,10.2795,46166
Development,107892,Aral,Ambroszkiewicz,M,1953-11-06,15.8384,67228
Production,107895,Toshimitsu,Pappas,M,1952-02-16,13.1644,134544
Sales,107901,Munir,Honiden,M,1955-05-23,13.1096,80264
Development,107907,Fox,Stanfel,M,1956-06-11,15.4959,53864
Marketing,107913,Marsal,Homond,M,1955-04-19,11.7315,64975
Marketing,107919,Makato,Passafiume,F,1955-11-11,12.9479,65894
Marketing,107924,Achilleas,Georgakopoulos,F,1953-06-05,13.1507,146692
Marketing,107927,Mayuko,Zwicker,M,1955-04-29,9.2521,54103
Development,107929,Ranan,Hagimont,F,1953-09-05,11.9781,49302
Sales,107933,Weiye,Oaver,M,1954-09-10,9.2795,162342
Production,107935,Odysseas,Walstra,F,1952-09-29,13.0575,49834
Sales,107936,Sugwoo,Walstra,F,1955-10-31,11.0027,205759
"Customer Service",107937,Apostol,Marzano,F,1954-11-18,13.0329,53700
Production,107938,Moie,Gils,F,1955-05-26,10.4822,52001
Research,107950,Kagan,Birke,F,1952-04-23,15.9096,62916
Production,107951,Chirstian,Miyakawa,M,1955-07-31,10.7562,104598
"Human Resources",107955,Kauko,Zhang,M,1953-05-05,13.0192,49517
Finance,107959,Kenton,Sankaranarayanan,M,1953-06-28,12.2301,71633
Development,107961,Rutger,Douceur,M,1956-04-14,9.1644,93012
Research,107963,Werner,Rodiger,M,1956-02-08,13.1342,59113
Sales,107967,Miomir,Chepyzhov,F,1953-05-22,11.1370,69581
Research,107968,Volkmar,Beetstra,M,1955-08-31,10.6411,54516
Sales,107975,Goncalo,Staudhammer,F,1953-04-05,10.9918,96154
Marketing,107982,Tsuneo,Underwood,M,1955-03-13,13.1671,111783
